gene_id	transcript_id	symbol	refseq_mane	ts_end	ts_start	chrom_ensembl	chrom_ucsc
ENSG00000186205	ENST00000366910	MTARC1	NM_022746.4	220819659	220786913	1	chr1
ENSG00000136630	ENST00000366903	HLX	NM_021958.4	220885059	220879443	1	chr1
ENSG00000143507	ENST00000366899	DUSP10	NM_007207.6	221742089	221701424	1	chr1
ENSG00000143512	ENST00000343410	HHIPL2	NM_024746.4	222548104	222522264	1	chr1
ENSG00000143498	ENST00000352967	TAF1A	NM_005681.4	222589933	222558312	1	chr1
ENSG00000154305	ENST00000344922	MIA3	NM_198551.4	222668007	222618097	1	chr1
ENSG00000186063	ENST00000340020	AIDA	NM_022831.4	222712491	222668013	1	chr1
ENSG00000162819	ENST00000340934	BROX	NM_144695.4	222735187	222712564	1	chr1
ENSG00000197520	ENST00000445590	FAM177B	NM_001394345.1	222751004	222737202	1	chr1
ENSG00000154309	ENST00000675850	DISP1	NM_001377229.1	223005995	222815039	1	chr1
ENSG00000187554	ENST00000642603	TLR5	NM_003268.6	223143248	223109404	1	chr1
ENSG00000143502	ENST00000366878	SUSD4	NM_017982.4	223364176	223220831	1	chr1
ENSG00000178395	ENST00000366875	CCDC185	NM_152610.3	223395465	223393415	1	chr1
ENSG00000203697	ENST00000366872	CAPN8	NM_001143962.2	223665701	223541616	1	chr1
ENSG00000162909	ENST00000295006	CAPN2	NM_001748.5	223776018	223712539	1	chr1
ENSG00000143514	ENST00000343537	TP53BP2	NM_001031685.3	223845947	223779893	1	chr1
ENSG00000143756	ENST00000366862	FBXO28	NM_015176.4	224162047	224114111	1	chr1
ENSG00000143753	ENST00000323699	DEGS1	NM_003676.4	224193441	224183240	1	chr1
ENSG00000143748	ENST00000281701	NVL	NM_002533.4	224330172	224227345	1	chr1
ENSG00000143771	ENST00000465271	CNIH4	NM_014184.4	224379452	224356879	1	chr1
ENSG00000162923	ENST00000414423	WDR26	NM_001379403.1	224434797	224385146	1	chr1
ENSG00000143786	ENST00000272133	CNIH3	NM_152495.2	224740554	224616317	1	chr1
ENSG00000185842	ENST00000682510	DNAH14	NM_001367479.1	225399286	224929675	1	chr1
ENSG00000143815	ENST00000272163	LBR	NM_002296.4	225428038	225401502	1	chr1
ENSG00000154380	ENST00000366843	ENAH	NM_018212.6	225653123	225486829	1	chr1
ENSG00000143742	ENST00000304786	SRP9	NM_003133.6	225790464	225777826	1	chr1
ENSG00000143819	ENST00000272167	EPHX1	NM_001136018.4	225845563	225810124	1	chr1
ENSG00000196187	ENST00000366835	TMEM63A	NM_014698.3	225882380	225845536	1	chr1
ENSG00000243709	ENST00000272134	LEFTY1	NM_020997.4	225889146	225886282	1	chr1
ENSG00000143811	ENST00000343818	PYCR2	NM_013328.4	225924250	225919878	1	chr1
ENSG00000143768	ENST00000366820	LEFTY2	NM_003240.5	225941220	225936603	1	chr1
ENSG00000143751	ENST00000272091	SDE2	NM_152608.4	225999343	225982702	1	chr1
ENSG00000163041	ENST00000366815	H3-3A	NM_002107.7	226072019	226062716	1	chr1
ENSG00000182827	ENST00000366812	ACBD3	NM_022735.4	226186741	226144679	1	chr1
ENSG00000185155	ENST00000366810	MIXL1	NM_031944.3	226227060	226223664	1	chr1
ENSG00000183814	ENST00000681046	LIN9	NM_001366245.2	226309164	226231157	1	chr1
ENSG00000143799	ENST00000366794	PARP1	NM_001618.4	226408093	226360691	1	chr1
ENSG00000203685	ENST00000366788	STUM	NM_001003665.4	226609230	226548764	1	chr1
ENSG00000143772	ENST00000429204	ITPKB	NM_002221.4	226739282	226631690	1	chr1
ENSG00000143801	ENST00000366783	PSEN2	NM_000447.3	226896098	226870616	1	chr1
ENSG00000163050	ENST00000366777	COQ8A	NM_020247.5	226987544	226940294	1	chr1
ENSG00000143776	ENST00000366766	CDC42BPA	NM_001394014.1	227318492	226989865	1	chr1
ENSG00000181450	ENST00000343776	ZNF678	NM_001367909.1	227662461	227563556	1	chr1
ENSG00000081692	ENST00000620518	JMJD4	NM_023007.3	227735302	227731191	1	chr1
ENSG00000143740	ENST00000617596	SNAP47	NM_053052.4	227781226	227735435	1	chr1
ENSG00000143816	ENST00000272164	WNT9A	NM_003395.4	227947932	227918656	1	chr1
ENSG00000154342	ENST00000284523	WNT3A	NM_033131.4	228061271	228006998	1	chr1
ENSG00000143761	ENST00000272102	ARF1	NM_001658.4	228099212	228082708	1	chr1
ENSG00000143793	ENST00000272139	C1orf35	NM_024319.4	228103325	228100731	1	chr1
ENSG00000162910	ENST00000336520	MRPL55	NM_181463.3	228109299	228106685	1	chr1
ENSG00000143774	ENST00000312726	GUK1	NM_000858.7	228148951	228140279	1	chr1
ENSG00000198835	ENST00000366714	GJC2	NM_020435.4	228159826	228149930	1	chr1
ENSG00000181873	ENST00000366711	IBA57	NM_001010867.4	228182257	228165804	1	chr1
ENSG00000154358	ENST00000680850	OBSCN	NM_001386125.1	228378876	228208044	1	chr1
ENSG00000154370	ENST00000284551	TRIM11	NM_145214.3	228406835	228393676	1	chr1
ENSG00000162931	ENST00000366698	TRIM17	NM_016102.4	228416861	228407935	1	chr1
ENSG00000168148	ENST00000366696	H3-4	NM_003493.3	228425360	228424845	1	chr1
ENSG00000181218	ENST00000689584	H2AW	NM_033445.3	228457873	228457364	1	chr1
ENSG00000196890	ENST00000693095	H2BU1	NM_175055.3	228458558	228458103	1	chr1
ENSG00000168159	ENST00000305943	RNF187	NM_001010858.3	228496188	228487382	1	chr1
ENSG00000116574	ENST00000366691	RHOU	NM_021205.6	228746664	228735479	1	chr1
ENSG00000168118	ENST00000366690	RAB4A	NM_004578.4	229305894	229271111	1	chr1
ENSG00000154429	ENST00000284617	CCSAP	NM_145257.5	229343047	229321015	1	chr1
ENSG00000143632	ENST00000366684	ACTA1	NM_001100.4	229434094	229431245	1	chr1
ENSG00000069248	ENST00000261396	NUP133	NM_018230.3	229508341	229440259	1	chr1
ENSG00000135776	ENST00000344517	ABCB10	NM_012089.3	229558707	229516582	1	chr1
ENSG00000135763	ENST00000258243	URB2	NM_014777.4	229660200	229626247	1	chr1
ENSG00000143641	ENST00000366672	GALNT2	NM_004481.5	230282122	230067238	1	chr1
ENSG00000177614	ENST00000391860	PGBD5	NM_001258311.2	230426332	230314490	1	chr1
ENSG00000135775	ENST00000366669	COG2	NM_007357.3	230693982	230642481	1	chr1
ENSG00000135744	ENST00000366667	AGT	NM_001384479.1	230714122	230702523	1	chr1
ENSG00000135773	ENST00000271971	CAPN9	NM_006615.3	230801989	230747388	1	chr1
ENSG00000119280	ENST00000366663	C1orf198	NM_032800.3	230868521	230837119	1	chr1
ENSG00000143643	ENST00000366661	TTC13	NM_024525.5	230978861	230906243	1	chr1
ENSG00000173409	ENST00000310256	ARV1	NM_022786.3	231000733	230979094	1	chr1
ENSG00000182118	ENST00000366654	FAM89A	NM_198552.3	231040254	231018958	1	chr1
ENSG00000119283	ENST00000366653	TRIM67	NM_001004342.5	231221565	231162058	1	chr1
ENSG00000143633	ENST00000366649	C1orf131	NM_152379.4	231241175	231223765	1	chr1
ENSG00000116906	ENST00000366647	GNPAT	NM_014236.4	231277973	231241212	1	chr1
ENSG00000116903	ENST00000366645	EXOC8	NM_175876.5	231337852	231332753	1	chr1
ENSG00000010072	ENST00000295050	SPRTN	NM_032018.7	231355023	231338293	1	chr1
ENSG00000135766	ENST00000366641	EGLN1	NM_022051.3	231422287	231363756	1	chr1
ENSG00000116918	ENST00000366639	TSNAX	NM_005999.3	231566524	231528669	1	chr1
ENSG00000162946	ENST00000439617	DISC1	NM_018662.3	232041272	231626790	1	chr1
ENSG00000116991	ENST00000674635	SIPA1L2	NM_020808.5	232630133	232397965	1	chr1
ENSG00000212916	ENST00000418460	MAP10	NM_019090.3	232809929	232805416	1	chr1
ENSG00000135778	ENST00000366628	NTPCR	NM_032324.3	232983882	232950611	1	chr1
ENSG00000135749	ENST00000258229	PCNX2	NM_014801.4	233295725	232983435	1	chr1
ENSG00000143674	ENST00000366624	MAP3K21	NM_032435.3	233385148	233327724	1	chr1
ENSG00000135750	ENST00000366621	KCNK1	NM_002245.4	233672514	233614106	1	chr1
ENSG00000183780	ENST00000366618	SLC35F3	NM_173508.4	234324511	233904676	1	chr1
ENSG00000168275	ENST00000366615	COA6	NM_001206641.3	234385080	234373456	1	chr1
ENSG00000059588	ENST00000040877	TARBP1	NM_005646.4	234479179	234391313	1	chr1
ENSG00000168264	ENST00000366609	IRF2BP2	NM_182972.3	234610178	234604269	1	chr1
ENSG00000173726	ENST00000366607	TOMM20	NM_014765.3	235128837	235109341	1	chr1
ENSG00000188739	ENST00000408888	RBM34	NM_015014.4	235161250	235131183	1	chr1
ENSG00000054267	ENST00000264183	ARID4B	NM_016374.6	235328179	235166902	1	chr1
ENSG00000152904	ENST00000282841	GGPS1	NM_004837.4	235344532	235328570	1	chr1
ENSG00000284770	ENST00000642610	TBCE	NM_003193.5	235452443	235367427	1	chr1
ENSG00000162885	ENST00000366600	B3GALNT2	NM_152490.5	235504452	235447190	1	chr1
ENSG00000168243	ENST00000391854	GNG4	NM_001098722.2	235649784	235547685	1	chr1
ENSG00000143669	ENST00000389793	LYST	NM_000081.4	235866906	235661041	1	chr1
ENSG00000116962	ENST00000264187	NID1	NM_002508.3	236065090	235975830	1	chr1
ENSG00000077585	ENST00000366592	GPR137B	NM_003272.4	236208907	236142539	1	chr1
ENSG00000086619	ENST00000354619	ERO1B	NM_019891.4	236281958	236215101	1	chr1
ENSG00000186197	ENST00000334232	EDARADD	NM_145861.4	236484930	236394286	1	chr1
ENSG00000116977	ENST00000366584	LGALS8	NM_201544.4	236552981	236523982	1	chr1
ENSG00000119285	ENST00000366582	HEATR1	NM_018072.6	236604516	236549005	1	chr1
ENSG00000077522	ENST00000366578	ACTN2	NM_001103.4	236764631	236686499	1	chr1
ENSG00000116984	ENST00000366577	MTR	NM_000254.3	236903981	236795292	1	chr1
ENSG00000244020	ENST00000464121	MT1HL1	NM_001276687.2	237004441	237004103	1	chr1
ENSG00000198626	ENST00000366574	RYR2	NM_001035.3	237833988	237042184	1	chr1
ENSG00000116996	ENST00000366570	ZP4	NM_021186.5	237890922	237882404	1	chr1
ENSG00000133019	ENST00000676153	CHRM3	NM_001375978.1	239915450	239386568	1	chr1
ENSG00000155816	ENST00000319653	FMN2	NM_020066.5	240475187	240091883	1	chr1
ENSG00000180875	ENST00000318160	GREM2	NM_022469.4	240612155	240489573	1	chr1
ENSG00000182901	ENST00000440928	RGS7	NM_001364886.1	241357205	240775514	1	chr1
ENSG00000091483	ENST00000366560	FH	NM_000143.4	241519755	241497603	1	chr1
ENSG00000117009	ENST00000366559	KMO	NM_003679.5	241595642	241532378	1	chr1
ENSG00000054277	ENST00000366554	OPN3	NM_014322.3	241640369	241593124	1	chr1
ENSG00000203668	ENST00000366553	CHML	NM_001381853.1	241640369	241628851	1	chr1
ENSG00000162843	ENST00000437684	WDR64	NM_001367482.1	241802777	241652281	1	chr1
ENSG00000174371	ENST00000366548	EXO1	NM_130398.4	241889939	241848204	1	chr1
ENSG00000196289	ENST00000419583	BECN2	NM_001290693.1	241959062	241957767	1	chr1
ENSG00000197769	ENST00000357246	MAP1LC3C	NM_001004343.3	241999098	241995490	1	chr1
ENSG00000180287	ENST00000536534	PLD5	NM_001372062.1	242524697	242082986	1	chr1
ENSG00000143702	ENST00000366542	CEP170	NM_014812.3	243255281	243124428	1	chr1
ENSG00000054282	ENST00000366541	SDCCAG8	NM_006642.5	243500091	243256041	1	chr1
ENSG00000117020	ENST00000673466	AKT3	NM_005465.7	243850243	243499724	1	chr1
ENSG00000179456	ENST00000358704	ZBTB18	NM_205768.3	244057476	244051283	1	chr1
ENSG00000173728	ENST00000308105	C1orf100	NM_001012970.3	244389663	244352635	1	chr1
ENSG00000035687	ENST00000366535	ADSS2	NM_001126.5	244451909	244408494	1	chr1
ENSG00000179397	ENST00000366534	CATSPERE	NM_001130957.2	244640504	244461273	1	chr1
ENSG00000121644	ENST00000302550	DESI2	NM_016076.5	244709033	244653126	1	chr1
ENSG00000203667	ENST00000411948	COX20	NM_198076.6	244845057	244835658	1	chr1
ENSG00000153187	ENST00000640218	HNRNPU	NM_031844.3	244864543	244850297	1	chr1
ENSG00000203666	ENST00000366523	EFCAB2	NM_032328.4	245087837	244969682	1	chr1
ENSG00000162849	ENST00000407071	KIF26B	NM_018012.4	245709432	245154985	1	chr1
ENSG00000185420	ENST00000490107	SMYD3	NM_001167740.2	246507279	245749347	1	chr1
ENSG00000162851	ENST00000366514	TFB2M	NM_022366.3	246566261	246540561	1	chr1
ENSG00000162852	ENST00000366513	CNST	NM_152609.3	246668595	246566456	1	chr1
ENSG00000143653	ENST00000366510	SCCPDH	NM_016002.3	246768137	246724409	1	chr1
ENSG00000153207	ENST00000648844	AHCTF1	NM_001323342.2	246931948	246839098	1	chr1
ENSG00000197472	ENST00000339986	ZNF695	NM_020394.5	247008057	246985323	1	chr1
ENSG00000277462	ENST00000366503	ZNF670	NM_033213.5	247078811	247034637	1	chr1
ENSG00000188295	ENST00000448299	ZNF669	NM_001142572.2	247104356	247099962	1	chr1
ENSG00000196418	ENST00000543802	ZNF124	NM_001297568.2	247172020	247154989	1	chr1
ENSG00000162714	ENST00000682384	ZNF496	NM_032752.3	247331867	247297415	1	chr1
ENSG00000162711	ENST00000336119	NLRP3	NM_001243133.2	247448817	247416173	1	chr1
ENSG00000177535	ENST00000641149	OR2B11	NM_001004492.2	247458104	247449182	1	chr1
ENSG00000196242	ENST00000641802	OR2C3	NM_198074.6	247536440	247524677	1	chr1
ENSG00000169224	ENST00000366488	GCSAML	NM_145278.5	247577690	247549134	1	chr1
ENSG00000177489	ENST00000320065	OR2G2	NM_001001915.1	247589313	247588360	1	chr1
ENSG00000177476	ENST00000320002	OR2G3	NM_001001914.1	247606515	247605586	1	chr1
ENSG00000197437	ENST00000642119	OR13G1	NM_001005487.2	247679739	247670812	1	chr1
ENSG00000169214	ENST00000641470	OR6F1	NM_001005286.2	247716646	247711436	1	chr1
ENSG00000153230	ENST00000283225	OR14K1	NM_001004732.2	247739559	247738615	1	chr1
ENSG00000221888	ENST00000641256	OR1C1	NM_012353.3	247760556	247754846	1	chr1
ENSG00000196772	ENST00000641093	OR14A16	NM_001001966.2	247824119	247814660	1	chr1
ENSG00000197591	ENST00000355784	OR11L1	NM_001001959.1	247841896	247840928	1	chr1
ENSG00000162722	ENST00000366481	TRIM58	NM_015431.4	247880138	247857187	1	chr1
ENSG00000238243	ENST00000360358	OR2W3	NM_001001957.2	247896531	247895587	1	chr1
ENSG00000177462	ENST00000641945	OR2T8	NM_001005522.2	247923152	247920252	1	chr1
ENSG00000177275	ENST00000318244	OR2AJ1	NM_001355235.2	247935339	247924889	1	chr1
ENSG00000279263	ENST00000623922	OR2L8	NM_001001963.1	247949796	247948858	1	chr1
ENSG00000197454	ENST00000355281	OR2L5	NM_001258284.2	248024276	248013660	1	chr1
ENSG00000203663	ENST00000641771	OR2L2	NM_001385855.1	248042305	248030070	1	chr1
ENSG00000198128	ENST00000359959	OR2L3	NM_001004687.2	248063407	248046836	1	chr1
ENSG00000162727	ENST00000366476	OR2M5	NM_001004690.1	248146086	248145148	1	chr1
ENSG00000198601	ENST00000641836	OR2M2	NM_001004688.2	248181067	248174821	1	chr1
ENSG00000228198	ENST00000641626	OR2M3	NM_001004689.2	248212925	248197265	1	chr1
ENSG00000171180	ENST00000641868	OR2M4	NM_017504.2	248244679	248231417	1	chr1
ENSG00000177212	ENST00000641220	OR2T33	NM_001004695.2	248277976	248269917	1	chr1
ENSG00000177201	ENST00000641276	OR2T12	NM_001004692.2	248303424	248290139	1	chr1
ENSG00000177186	ENST00000317965	OR2M7	NM_001004691.1	248324568	248323630	1	chr1
ENSG00000177174	ENST00000317861	OR14C36	NM_001001918.1	248349713	248348775	1	chr1
ENSG00000196944	ENST00000366473	OR2T4	NM_001004696.2	248362627	248361665	1	chr1
ENSG00000198104	ENST00000641644	OR2T6	NM_001005471.2	248391811	248375746	1	chr1
ENSG00000175143	ENST00000642005	OR2T1	NM_030904.2	248408020	248403048	1	chr1
ENSG00000196539	ENST00000359594	OR2T3	NM_001005495.1	248474307	248473351	1	chr1
ENSG00000203661	ENST00000641363	OR2T5	NM_001004697.2	248491113	248488589	1	chr1
ENSG00000188558	ENST00000641804	OR2G6	NM_001013355.2	248527337	248508073	1	chr1
ENSG00000182783	ENST00000641069	OR2T29	NM_001004694.3	248562772	248556912	1	chr1
ENSG00000183310	ENST00000328782	OR2T34	NM_001001821.1	248574757	248573801	1	chr1
ENSG00000184022	ENST00000642090	OR2T10	NM_001004693.2	248597700	248590487	1	chr1
ENSG00000279301	ENST00000641193	OR2T11	NM_001001964.2	248635091	248623557	1	chr1
ENSG00000177151	ENST00000641268	OR2T35	NM_001001827.2	248645278	248636356	1	chr1
ENSG00000187701	ENST00000460972	OR2T27	NM_001001824.2	248655528	248649838	1	chr1
ENSG00000259823	ENST00000590317	LYPD8	NM_001085474.2	248755759	248739415	1	chr1
ENSG00000175137	ENST00000366472	SH3BP5L	NM_030645.3	248825915	248810446	1	chr1
ENSG00000171161	ENST00000306562	ZNF672	NM_024836.3	248849517	248838224	1	chr1
ENSG00000171163	ENST00000306601	ZNF692	NM_017865.4	248859085	248850008	1	chr1
ENSG00000185220	ENST00000329291	PGBD2	NM_170725.3	248919146	248906235	1	chr1
ENSG00000184731	ENST00000327669	FAM110C	NM_001077710.3	46505	38814	2	chr2
ENSG00000035115	ENST00000356150	SH3YL1	NM_015677.4	264032	218144	2	chr2
ENSG00000143727	ENST00000272065	ACP1	NM_004300.4	278283	264947	2	chr2
ENSG00000189292	ENST00000403610	ALKAL2	NM_001002919.3	288091	279558	2	chr2
ENSG00000151353	ENST00000281017	TMEM18	NM_152834.4	677406	663877	2	chr2
ENSG00000172554	ENST00000308624	SNTG2	NM_018968.4	1367613	950849	2	chr2
ENSG00000115705	ENST00000329066	TPO	NM_001206744.2	1543673	1413463	2	chr2
ENSG00000130508	ENST00000252804	PXDN	NM_012293.3	1744515	1631887	2	chr2
ENSG00000186487	ENST00000647738	MYT1L	NM_001303052.2	2331275	1789113	2	chr2
ENSG00000032389	ENST00000382125	EIPR1	NM_003310.5	3377818	3188970	2	chr2
ENSG00000171853	ENST00000324266	TRAPPC12	NM_016030.6	3479565	3379694	2	chr2
ENSG00000182551	ENST00000327435	ADI1	NM_018269.4	3519531	3497366	2	chr2
ENSG00000171865	ENST00000315212	RNASEH1	NM_002936.6	3558333	3541430	2	chr2
ENSG00000171863	ENST00000645674	RPS7	NM_001011.4	3580920	3575260	2	chr2
ENSG00000118004	ENST00000349077	COLEC11	NM_024027.5	3644644	3595112	2	chr2
ENSG00000151360	ENST00000252505	ALLC	NM_018436.4	3702671	3658200	2	chr2
ENSG00000214866	ENST00000399143	DCDC2C	NM_001287444.2	3848008	3703575	2	chr2
ENSG00000176887	ENST00000322002	SOX11	NM_003108.4	5701385	5692384	2	chr2
ENSG00000134326	ENST00000256722	CMPK2	NM_207315.4	6865907	6848316	2	chr2
ENSG00000134321	ENST00000382040	RSAD2	NM_080657.5	6898239	6877777	2	chr2
ENSG00000151692	ENST00000320892	RNF144A	NM_014746.6	7044179	6917412	2	chr2
ENSG00000115738	ENST00000396290	ID2	NM_002166.5	8684461	8682056	2	chr2
ENSG00000134313	ENST00000256707	KIDINS220	NM_020738.4	8837613	8728858	2	chr2
ENSG00000143797	ENST00000305997	MBOAT2	NM_138799.4	9003684	8852690	2	chr2
ENSG00000151693	ENST00000281419	ASAP2	NM_003887.3	9405678	9206812	2	chr2
ENSG00000119185	ENST00000355346	ITGB1BP1	NM_004763.5	9423528	9403475	2	chr2
ENSG00000119203	ENST00000238112	CPSF3	NM_016207.4	9473101	9423654	2	chr2
ENSG00000134330	ENST00000497473	IAH1	NM_001039613.3	9489742	9474551	2	chr2
ENSG00000151694	ENST00000310823	ADAM17	NM_003183.6	9555830	9488486	2	chr2
ENSG00000134308	ENST00000238081	YWHAQ	NM_006826.4	9630997	9583967	2	chr2
ENSG00000115750	ENST00000263663	TAF1B	NM_005680.3	9934416	9843474	2	chr2
ENSG00000134317	ENST00000324907	GRHL1	NM_198182.3	10002277	9951693	2	chr2
ENSG00000172059	ENST00000305883	KLF11	NM_003597.5	10054836	10043550	2	chr2
ENSG00000205795	ENST00000381813	CYS1	NM_001037160.3	10080411	10056473	2	chr2
ENSG00000171848	ENST00000304567	RRM2	NM_001034.4	10131414	10122739	2	chr2
ENSG00000115756	ENST00000307845	HPCAL1	NM_002149.4	10427604	10302904	2	chr2
ENSG00000115758	ENST00000234111	ODC1	NM_002539.3	10448327	10439968	2	chr2
ENSG00000115761	ENST00000381685	NOL10	NM_024894.4	10689975	10570754	2	chr2
ENSG00000143882	ENST00000272238	ATP6V1C2	NM_001039362.2	10785110	10721630	2	chr2
ENSG00000143870	ENST00000272227	PDIA6	NM_005742.4	10812785	10783391	2	chr2
ENSG00000162975	ENST00000295082	KCNF1	NM_002236.5	10914225	10911934	2	chr2
ENSG00000150873	ENST00000381585	C2orf50	NM_001371321.1	11151317	11133128	2	chr2
ENSG00000162976	ENST00000295083	SLC66A3	NM_152391.5	11178856	11155467	2	chr2
ENSG00000134318	ENST00000315872	ROCK2	NM_004850.5	11344636	11179759	2	chr2
ENSG00000169016	ENST00000381525	E2F6	NM_198256.4	11466161	11444375	2	chr2
ENSG00000196208	ENST00000381486	GREB1	NM_014668.4	11642788	11534045	2	chr2
ENSG00000169006	ENST00000306928	NTSR2	NM_012344.4	11670195	11658178	2	chr2
ENSG00000134324	ENST00000674199	LPIN1	NM_001349206.2	11827409	11746632	2	chr2
ENSG00000071575	ENST00000155926	TRIB2	NM_021643.4	12742734	12716936	2	chr2
ENSG00000162981	ENST00000295092	LRATD1	NM_145175.4	14640041	14632717	2	chr2
ENSG00000151779	ENST00000281513	NBAS	NM_015909.4	15561334	15166916	2	chr2
ENSG00000079785	ENST00000233084	DDX1	NM_004939.3	15631101	15591868	2	chr2
ENSG00000134323	ENST00000281043	MYCN	NM_005378.6	15947004	15940550	2	chr2
ENSG00000197872	ENST00000381323	CYRIA	NM_030797.4	16665834	16549459	2	chr2
ENSG00000214842	ENST00000399080	RAD51AP2	NM_001099218.3	17518440	17510579	2	chr2
ENSG00000163032	ENST00000295156	VSNL1	NM_003385.5	17657018	17540696	2	chr2
ENSG00000163029	ENST00000448223	SMC6	NM_001142286.2	17753810	17663812	2	chr2
ENSG00000178295	ENST00000381254	GEN1	NM_001130009.3	17788946	17754138	2	chr2
ENSG00000151379	ENST00000281047	MSGN1	NM_001105569.3	17817798	17816460	2	chr2
ENSG00000170745	ENST00000304101	KCNS3	NM_002252.5	17932958	17878667	2	chr2
ENSG00000240857	ENST00000381249	RDH14	NM_020905.4	18560653	18554723	2	chr2
ENSG00000143867	ENST00000272223	OSR1	NM_145260.3	19358623	19351485	2	chr2
ENSG00000183891	ENST00000333610	TTC32	NM_001008237.3	19901983	19896631	2	chr2
ENSG00000118965	ENST00000281405	WDR35	NM_020779.4	19990105	19910263	2	chr2
ENSG00000132031	ENST00000407540	MATN3	NM_002381.5	20012668	19992052	2	chr2
ENSG00000068697	ENST00000175091	LAPTM4A	NM_014713.5	20051628	20032650	2	chr2
ENSG00000115884	ENST00000254351	SDC1	NM_002997.5	20225130	20200797	2	chr2
ENSG00000055917	ENST00000361078	PUM2	NM_015317.5	20350844	20248737	2	chr2
ENSG00000143878	ENST00000272233	RHOB	NM_004040.4	20449440	20447074	2	chr2
ENSG00000118960	ENST00000304031	HS1BP3	NM_022460.4	20651098	20617818	2	chr2
ENSG00000143869	ENST00000272224	GDF7	NM_182828.4	20679243	20667144	2	chr2
ENSG00000118961	ENST00000237822	LDAH	NM_021925.4	20823101	20684031	2	chr2
ENSG00000084674	ENST00000233242	APOB	NM_000384.3	21044073	21001429	2	chr2
ENSG00000218819	ENST00000405799	TDRD15	NM_001306137.2	21144368	21123968	2	chr2
ENSG00000119771	ENST00000486442	KLHL29	NM_052920.2	23708606	23385179	2	chr2
ENSG00000119778	ENST00000238789	ATAD2B	NM_017552.4	23927123	23748664	2	chr2
ENSG00000173960	ENST00000309033	UBXN2A	NM_181713.4	24004909	23940463	2	chr2
ENSG00000205639	ENST00000338315	MFSD2B	NM_001346880.2	24026775	24010085	2	chr2
ENSG00000163026	ENST00000295148	WDCP	NM_025203.3	24047391	24029347	2	chr2
ENSG00000119782	ENST00000380986	FKBP1B	NM_004116.5	24063681	24049741	2	chr2
ENSG00000115128	ENST00000233468	SF3B6	NM_016047.4	24076326	24067586	2	chr2
ENSG00000115129	ENST00000238721	TP53I3	NM_004881.5	24084834	24077433	2	chr2
ENSG00000176732	ENST00000313213	PFN4	NM_199346.3	24123334	24114809	2	chr2
ENSG00000219626	ENST00000615575	FAM228B	NM_001145710.2	24169638	24123469	2	chr2
ENSG00000186453	ENST00000295150	FAM228A	NM_001040710.3	24191698	24175053	2	chr2
ENSG00000198399	ENST00000355123	ITSN2	NM_006277.3	24360536	24202864	2	chr2
ENSG00000084676	ENST00000348332	NCOA1	NM_003743.5	24770702	24491254	2	chr2
ENSG00000184924	ENST00000328379	PTRHD1	NM_001013663.2	24793391	24789728	2	chr2
ENSG00000138092	ENST00000380834	CENPO	NM_001322101.2	24822376	24793425	2	chr2
ENSG00000138031	ENST00000679454	ADCY3	NM_004036.5	24920237	24819169	2	chr2
ENSG00000115137	ENST00000264711	DNAJC27	NM_016544.3	24971955	24943642	2	chr2
ENSG00000084710	ENST00000403714	EFR3B	NM_014971.2	25159135	25042076	2	chr2
ENSG00000115138	ENST00000395826	POMC	NM_000939.4	25168580	25160860	2	chr2
ENSG00000119772	ENST00000321117	DNMT3A	NM_022552.5	25341925	25227874	2	chr2
ENSG00000138101	ENST00000406818	DTNB	NM_021907.5	25673577	25377243	2	chr2
ENSG00000143970	ENST00000435504	ASXL2	NM_018263.6	25878487	25733753	2	chr2
ENSG00000084731	ENST00000264712	KIF3C	NM_002254.8	25982497	25926598	2	chr2
ENSG00000084733	ENST00000264710	RAB10	NM_016131.5	26137454	26034084	2	chr2
ENSG00000157833	ENST00000401533	GAREM2	NM_001168241.2	26189663	26173088	2	chr2
ENSG00000084754	ENST00000380649	HADHA	NM_000182.5	26244632	26190635	2	chr2
ENSG00000138029	ENST00000317799	HADHB	NM_000183.3	26290465	26244939	2	chr2
ENSG00000173567	ENST00000651242	ADGRF3	NM_001321971.2	26346789	26308175	2	chr2
ENSG00000138018	ENST00000260585	SELENOI	NM_033505.4	26395885	26346143	2	chr2
ENSG00000157856	ENST00000288710	DRC1	NM_145038.5	26456711	26401920	2	chr2
ENSG00000115155	ENST00000272371	OTOF	NM_194248.3	26558756	26457203	2	chr2
ENSG00000173557	ENST00000329615	FAM166C	NM_001105519.3	26579524	26562587	2	chr2
ENSG00000157884	ENST00000288861	CIB4	NM_001029881.3	26641366	26581205	2	chr2
ENSG00000171303	ENST00000302909	KCNK3	NM_002246.3	26733420	26692722	2	chr2
ENSG00000213699	ENST00000344420	SLC35F6	NM_017877.4	26781231	26764284	2	chr2
ENSG00000115163	ENST00000335756	CENPA	NM_001809.4	26794589	26786056	2	chr2
ENSG00000157851	ENST00000288699	DPYSL5	NM_020134.4	26950351	26848132	2	chr2
ENSG00000084764	ENST00000233121	MAPRE3	NM_012326.4	27027219	26970637	2	chr2
ENSG00000119777	ENST00000238788	TMEM214	NM_017727.5	27041694	27032965	2	chr2
ENSG00000084693	ENST00000360131	AGBL5	NM_021831.6	27070618	27051668	2	chr2
ENSG00000228474	ENST00000456793	OST4	NM_001134693.2	27071654	27070472	2	chr2
ENSG00000138080	ENST00000380320	EMILIN1	NM_007046.4	27086403	27078615	2	chr2
